date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:25:29	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:29%20GMT	https://www.gropia.net/main/index.php?language=cs&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index3114.php	(from https://www.gropia.net/kurallar)
10:25:29	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:29%20GMT	https://www.gropia.net/main/index.php?language=da&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index88ab.php	(from https://www.gropia.net/kurallar)
10:25:30	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:29%20GMT	https://www.gropia.net/main/index.php?language=el&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index3c41.php	(from https://www.gropia.net/kurallar)
10:25:30	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:30%20GMT	https://www.gropia.net/main/index.php?language=et&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexf4ce.php	(from https://www.gropia.net/kurallar)
10:25:30	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:30%20GMT	https://www.gropia.net/main/index.php?language=fi&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index1c88.php	(from https://www.gropia.net/kurallar)
10:25:31	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:30%20GMT	https://www.gropia.net/main/index.php?language=hu&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index6140.php	(from https://www.gropia.net/kurallar)
10:25:31	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:31%20GMT	https://www.gropia.net/main/index.php?language=it&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexbdb6.php	(from https://www.gropia.net/kurallar)
10:25:32	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:31%20GMT	https://www.gropia.net/main/index.php?language=ja&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index0078.php	(from https://www.gropia.net/kurallar)
10:25:32	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:32%20GMT	https://www.gropia.net/main/index.php?language=nl&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index56d1.php	(from https://www.gropia.net/kurallar)
10:25:33	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:33%20GMT	https://www.gropia.net/main/index.php?language=zh&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index155c.php	(from https://www.gropia.net/kurallar)
10:25:33	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:33%20GMT	https://www.gropia.net/main/index.php?currency=TRY&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index1bcc.php	(from https://www.gropia.net/kurallar)
10:25:33	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:33%20GMT	https://www.gropia.net/main/index.php?currency=USD&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index086a.php	(from https://www.gropia.net/kurallar)
10:25:34	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:33%20GMT	https://www.gropia.net/main/index.php?currency=GBP&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index36e6.php	(from https://www.gropia.net/kurallar)
10:25:34	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:34%20GMT	https://www.gropia.net/main/index.php?currency=EUR&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexc9f9.php	(from https://www.gropia.net/kurallar)
10:25:34	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:34%20GMT	https://www.gropia.net/main/index.php?currency=AUD&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexfd39.php	(from https://www.gropia.net/kurallar)
10:25:34	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:34%20GMT	https://www.gropia.net/main/index.php?currency=BRL&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexa64b.php	(from https://www.gropia.net/kurallar)
10:25:35	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:34%20GMT	https://www.gropia.net/main/index.php?currency=CAD&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index6c5f.php	(from https://www.gropia.net/kurallar)
10:25:35	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:35%20GMT	https://www.gropia.net/main/index.php?currency=CNY&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexb6e1.php	(from https://www.gropia.net/kurallar)
10:25:35	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:35%20GMT	https://www.gropia.net/main/index.php?currency=CZK&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index56b7.php	(from https://www.gropia.net/kurallar)
10:25:35	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:35%20GMT	https://www.gropia.net/main/index.php?currency=DKK&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index1503.php	(from https://www.gropia.net/kurallar)
10:25:36	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:35%20GMT	https://www.gropia.net/main/index.php?currency=INR&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index3313.php	(from https://www.gropia.net/kurallar)
10:25:36	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:36%20GMT	https://www.gropia.net/main/index.php?currency=JPY&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexde58.php	(from https://www.gropia.net/kurallar)
10:25:36	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:36%20GMT	https://www.gropia.net/main/index.php?currency=NOK&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index4f6d.php	(from https://www.gropia.net/kurallar)
10:25:36	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:36%20GMT	https://www.gropia.net/main/index.php?currency=NZD&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index8269.php	(from https://www.gropia.net/kurallar)
10:25:37	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:37%20GMT	https://www.gropia.net/main/index.php?currency=PLN&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index67aa.php	(from https://www.gropia.net/kurallar)
10:25:37	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:37%20GMT	https://www.gropia.net/main/index.php?currency=RUB&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index9f1f.php	(from https://www.gropia.net/kurallar)
10:25:37	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:37%20GMT	https://www.gropia.net/main/index.php?currency=SEK&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index1f09.php	(from https://www.gropia.net/kurallar)
10:25:37	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:37%20GMT	https://www.gropia.net/main/index.php?currency=VND&ref=/kurallar	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexb759.php	(from https://www.gropia.net/kurallar)
10:25:38	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:38%20GMT	https://www.gropia.net/main/index.php?language=tr&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexac45.php	(from https://www.gropia.net/giris-yap)
10:25:38	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:38%20GMT	https://www.gropia.net/main/index.php?language=en&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index3cad.php	(from https://www.gropia.net/giris-yap)
10:25:39	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:39%20GMT	https://www.gropia.net/main/index.php?language=de&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index0196.php	(from https://www.gropia.net/giris-yap)
10:25:39	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:39%20GMT	https://www.gropia.net/main/index.php?language=fr&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index3237.php	(from https://www.gropia.net/giris-yap)
10:25:40	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:40%20GMT	https://www.gropia.net/main/index.php?language=bg&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index16ec.php	(from https://www.gropia.net/giris-yap)
10:25:40	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:40%20GMT	https://www.gropia.net/main/index.php?language=cn&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index67ce.php	(from https://www.gropia.net/giris-yap)
10:25:41	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:41%20GMT	https://www.gropia.net/main/index.php?language=cs&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexec2b.php	(from https://www.gropia.net/giris-yap)
10:25:42	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:41%20GMT	https://www.gropia.net/main/index.php?language=da&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index9aa8.php	(from https://www.gropia.net/giris-yap)
10:25:42	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:42%20GMT	https://www.gropia.net/main/index.php?language=el&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexc6af.php	(from https://www.gropia.net/giris-yap)
10:25:43	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:42%20GMT	https://www.gropia.net/main/index.php?language=et&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexa3c0.php	(from https://www.gropia.net/giris-yap)
10:25:43	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:43%20GMT	https://www.gropia.net/main/index.php?language=fi&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index35e4.php	(from https://www.gropia.net/giris-yap)
10:25:43	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:43%20GMT	https://www.gropia.net/main/index.php?language=hu&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index20cb.php	(from https://www.gropia.net/giris-yap)
10:25:44	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:44%20GMT	https://www.gropia.net/main/index.php?language=it&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexe9e7.php	(from https://www.gropia.net/giris-yap)
10:25:44	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:44%20GMT	https://www.gropia.net/main/index.php?language=ja&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index0afa.php	(from https://www.gropia.net/giris-yap)
10:25:45	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:45%20GMT	https://www.gropia.net/main/index.php?language=nl&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexf8df.php	(from https://www.gropia.net/giris-yap)
10:25:45	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:45%20GMT	https://www.gropia.net/main/index.php?language=zh&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index93f0.php	(from https://www.gropia.net/giris-yap)
10:25:45	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:45%20GMT	https://www.gropia.net/main/index.php?currency=TRY&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index3bbc.php	(from https://www.gropia.net/giris-yap)
10:25:45	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:45%20GMT	https://www.gropia.net/main/index.php?currency=USD&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexb49b.php	(from https://www.gropia.net/giris-yap)
10:25:46	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:45%20GMT	https://www.gropia.net/main/index.php?currency=GBP&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexab36.php	(from https://www.gropia.net/giris-yap)
10:25:46	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:46%20GMT	https://www.gropia.net/main/index.php?currency=EUR&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index4446.php	(from https://www.gropia.net/giris-yap)
10:25:46	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:46%20GMT	https://www.gropia.net/main/index.php?currency=AUD&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index9477.php	(from https://www.gropia.net/giris-yap)
10:25:46	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:46%20GMT	https://www.gropia.net/main/index.php?currency=BRL&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index0985.php	(from https://www.gropia.net/giris-yap)
10:25:47	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:46%20GMT	https://www.gropia.net/main/index.php?currency=CAD&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index02f9.php	(from https://www.gropia.net/giris-yap)
10:25:47	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:47%20GMT	https://www.gropia.net/main/index.php?currency=CNY&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index478d.php	(from https://www.gropia.net/giris-yap)
10:25:47	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:47%20GMT	https://www.gropia.net/main/index.php?currency=CZK&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexdb6c.php	(from https://www.gropia.net/giris-yap)
10:25:47	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:47%20GMT	https://www.gropia.net/main/index.php?currency=DKK&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index16b8.php	(from https://www.gropia.net/giris-yap)
10:25:48	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:47%20GMT	https://www.gropia.net/main/index.php?currency=INR&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexc88b.php	(from https://www.gropia.net/giris-yap)
10:25:48	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:48%20GMT	https://www.gropia.net/main/index.php?currency=JPY&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexad5d.php	(from https://www.gropia.net/giris-yap)
10:25:48	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:48%20GMT	https://www.gropia.net/main/index.php?currency=NOK&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index28b4.php	(from https://www.gropia.net/giris-yap)
10:25:49	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:48%20GMT	https://www.gropia.net/main/index.php?currency=NZD&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexf9b8.php	(from https://www.gropia.net/giris-yap)
10:25:49	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:49%20GMT	https://www.gropia.net/main/index.php?currency=PLN&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexc45a.php	(from https://www.gropia.net/giris-yap)
10:25:49	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:49%20GMT	https://www.gropia.net/main/index.php?currency=RUB&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexe931.php	(from https://www.gropia.net/giris-yap)
10:25:49	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:49%20GMT	https://www.gropia.net/main/index.php?currency=SEK&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index4864.php	(from https://www.gropia.net/giris-yap)
10:25:49	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:49%20GMT	https://www.gropia.net/main/index.php?currency=VND&ref=/giris-yap	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index51a3.php	(from https://www.gropia.net/giris-yap)
10:25:50	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:50%20GMT	https://www.gropia.net/main/index.php?language=tr&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index44ac.php	(from https://www.gropia.net/kayit-ol)
10:25:50	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:50%20GMT	https://www.gropia.net/main/index.php?language=en&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexed0b.php	(from https://www.gropia.net/kayit-ol)
10:25:51	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:51%20GMT	https://www.gropia.net/main/index.php?language=de&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexb493.php	(from https://www.gropia.net/kayit-ol)
10:25:51	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:51%20GMT	https://www.gropia.net/main/index.php?language=fr&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index6b8c.php	(from https://www.gropia.net/kayit-ol)
10:25:52	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:51%20GMT	https://www.gropia.net/main/index.php?language=bg&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexbbc4.php	(from https://www.gropia.net/kayit-ol)
10:25:52	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:52%20GMT	https://www.gropia.net/main/index.php?language=cn&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index43a6.php	(from https://www.gropia.net/kayit-ol)
10:25:53	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:52%20GMT	https://www.gropia.net/main/index.php?language=cs&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexb951.php	(from https://www.gropia.net/kayit-ol)
10:25:53	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:53%20GMT	https://www.gropia.net/main/index.php?language=da&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexd62b.php	(from https://www.gropia.net/kayit-ol)
10:25:53	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:53%20GMT	https://www.gropia.net/main/index.php?language=el&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index8701.php	(from https://www.gropia.net/kayit-ol)
10:25:54	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:54%20GMT	https://www.gropia.net/main/index.php?language=et&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexa428.php	(from https://www.gropia.net/kayit-ol)
10:25:54	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:54%20GMT	https://www.gropia.net/main/index.php?language=fi&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index3b60.php	(from https://www.gropia.net/kayit-ol)
10:25:54	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:54%20GMT	https://www.gropia.net/main/index.php?language=hu&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index8519.php	(from https://www.gropia.net/kayit-ol)
10:25:55	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:55%20GMT	https://www.gropia.net/main/index.php?language=it&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index8567.php	(from https://www.gropia.net/kayit-ol)
10:25:55	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:55%20GMT	https://www.gropia.net/main/index.php?language=ja&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index3057.php	(from https://www.gropia.net/kayit-ol)
10:25:56	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:56%20GMT	https://www.gropia.net/main/index.php?language=nl&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexccac.php	(from https://www.gropia.net/kayit-ol)
10:25:57	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:56%20GMT	https://www.gropia.net/main/index.php?language=zh&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index6675.php	(from https://www.gropia.net/kayit-ol)
10:25:57	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:57%20GMT	https://www.gropia.net/main/index.php?currency=TRY&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index1dd2.php	(from https://www.gropia.net/kayit-ol)
10:25:57	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:57%20GMT	https://www.gropia.net/main/index.php?currency=USD&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexa95e.php	(from https://www.gropia.net/kayit-ol)
10:25:57	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:57%20GMT	https://www.gropia.net/main/index.php?currency=GBP&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexbacf.php	(from https://www.gropia.net/kayit-ol)
10:25:58	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:58%20GMT	https://www.gropia.net/main/index.php?currency=EUR&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index8590.php	(from https://www.gropia.net/kayit-ol)
10:25:58	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:58%20GMT	https://www.gropia.net/main/index.php?currency=AUD&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index0eb6.php	(from https://www.gropia.net/kayit-ol)
10:25:59	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:58%20GMT	https://www.gropia.net/main/index.php?currency=BRL&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexd892.php	(from https://www.gropia.net/kayit-ol)
10:25:59	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:59%20GMT	https://www.gropia.net/main/index.php?currency=CAD&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexa05f.php	(from https://www.gropia.net/kayit-ol)
10:25:59	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:59%20GMT	https://www.gropia.net/main/index.php?currency=CNY&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index1d4c.php	(from https://www.gropia.net/kayit-ol)
10:25:59	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:25:59%20GMT	https://www.gropia.net/main/index.php?currency=CZK&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexb75c.php	(from https://www.gropia.net/kayit-ol)
10:26:00	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:26:00%20GMT	https://www.gropia.net/main/index.php?currency=DKK&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexb2be.php	(from https://www.gropia.net/kayit-ol)
10:26:00	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:26:00%20GMT	https://www.gropia.net/main/index.php?currency=INR&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index21b3.php	(from https://www.gropia.net/kayit-ol)
10:26:00	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:26:00%20GMT	https://www.gropia.net/main/index.php?currency=JPY&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index6b38.php	(from https://www.gropia.net/kayit-ol)
10:26:00	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:26:00%20GMT	https://www.gropia.net/main/index.php?currency=NOK&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexb30c.php	(from https://www.gropia.net/kayit-ol)
10:26:01	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:26:00%20GMT	https://www.gropia.net/main/index.php?currency=NZD&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/index85c8.php	(from https://www.gropia.net/kayit-ol)
10:26:01	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2030%20Jul%202023%2007:26:01%20GMT	https://www.gropia.net/main/index.php?currency=PLN&ref=/kayit-ol	C:/My%20Web%20Sites/AndreNetwork/www.gropia.net/main/indexfa71.php	(from https://www.gropia.net/kayit-ol)
